Trade Name,Packaging/Brand Style,UPC,Carton Name,UPC (Carton or Roll),Manufacturer
Epic Habano Robusto 5 1/2 x 52 Cigars,,,20 pk Wood Box,873887005006,All American Tobacco LLC for Zander Greg Imports
Epic Habano Toro 6 x 54 Cigars,,,20 pk Wood Box,783583328531,All American Tobacco LLC for Zander Greg Imports
Epic Habano Toro Tubes 6 1/2 x 50 Cigars,,,10 pk Wood Box,8358332719,All American Tobacco LLC for Zander Greg Imports
Epic La Rubia Churchill 7 x 50 Cigars,,,20 pk Wood Box,873887005938,All American Tobacco LLC for Zander Greg Imports
Epic La Rubia Lancero 7 1/2 x 40 Cigars,,,20 pk Wood Box,8358332745,All American Tobacco LLC for Zander Greg Imports
Epic La Rubia Robusto 5 1/2 x 52 Cigars,,,20 pk Wood Box,873887005891,All American Tobacco LLC for Zander Greg Imports
Epic La Rubia Short Gordo 4 1/2 x 60 Cigars,,,20 pk Wood Box,873887005914,All American Tobacco LLC for Zander Greg Imports
Epic La Rubia Toro 6 1/2 x 50 Cigars,,,10 pk Wood Box,8358332720,All American Tobacco LLC for Zander Greg Imports
Epic La Rubia Toro 6 x 54 Cigars,,,20 pk Wood Box,783583328418,All American Tobacco LLC for Zander Greg Imports
Epic Maduro Fuerte Toro 6 1/2 x 54 Cigars,,,10 pk Wood Box,873887006096,All American Tobacco LLC for Zander Greg Imports
Epic Maduro Gordo 6 x 60 Cigars,,,20 pk Wood Box,873887004863,All American Tobacco LLC for Zander Greg Imports
Epic Maduro Lancero 7 1/2 x 40 Cigars,,,20 pk Wood Box,873887006089,All American Tobacco LLC for Zander Greg Imports
Epic Maduro Robusto 5 1/2 x 52 Cigars,,,20 pk Wood Box,873887004832,All American Tobacco LLC for Zander Greg Imports
Epic Maduro Toro 6 x 54 Cigars,,,20 pk Wood Box,873887005136,All American Tobacco LLC for Zander Greg Imports
Epic Maduro Toro Tubes 6 1/2 x 50 Cigars,,,10 pk Wood Box,8358332721,All American Tobacco LLC for Zander Greg Imports
Epic Maduro Torpedo 6 x 52 Cigars,,,20 pk Wood Box,873887004870,All American Tobacco LLC for Zander Greg Imports
Epic Project E San Andres Toro 6 1/2 x 54 Cigars,,,10 pk Wood Box,873887006133,All American Tobacco LLC for Zander Greg Imports
Epic Sampler Pack 5 1/2 x 52 Cigars,4 ct Mixed Bag,783583331036,,,All American Tobacco LLC for Zander Greg Imports
Escobar Cigars Connecticut Robusto 5 x 50 Cigars,,,20 pk Wood Box,810157350107,"Puros Privados, Inc"
Escobar Cigars Core Connecticut Toro 6 x 52 Cigars,,,20 pk Wood Box,810157350138,"Puros Privados, Inc"
Escobar Cigars Core Habano Robusto 5 x 50 Cigars,,,20 pk Wood Box,810157350251,"Puros Privados, Inc"
Escobar Cigars Core Habano Toro 6 x 54 Cigars,,,20 pk Wood Box,810157350282,"Puros Privados, Inc"
Escobar Cigars Core Maduro Robusto 5 x 50 Cigars,,,20 pk Wood Box,810157350404,"Puros Privados, Inc"
Escobar Cigars Core Maduro Toro 6 x 54 Cigars,,,20 pk Wood Box,810157350435,"Puros Privados, Inc"
Escobar Cigars Core Toro Sampler Pack 6 x 54 Cigars,3 ct Mixed Pack,810157350572,,,"Puros Privados, Inc"
Escobar Cigars Ultra Black I 6 7/8 x 54 Cigars,,,10 pk Wood Box,810157350466,"Puros Privados, Inc"
Espinosa Cigars 601 Green Oscuro Tronco 5 x 52 Cigars,,,20 pk Wood Box,9090900264,Espinosa Premium Cigars
Espinosa Crema Robusto 5 1/2 x 52 Cigars,,,20 pk Wood Box,5359800474,Espinosa Premium Cigars
Espinosa Crema Toro Grande 6 x 56 Cigars,,,20 pk Wood Box,5359800475,Espinosa Premium Cigars
Espinosa Habano No. 5 Toro 6 x 52 Cigars,,,20 pk Wood Box,5359800466,Espinosa Premium Cigars
Espinosa Habano Robusto 5 1/2 x 50 Cigars,,,20 pk Wood Box,5359800465,Espinosa Premium Cigars
Espinosa Sumatra Robusto 5 x 52 Cigars,,,20 pk Wood Box,5355904158,Espinosa Premium Cigars
Espinosa Sumatra Toro 6 x 54 Cigars,,,20 pk Wood Box,5355904160,Espinosa Premium Cigars
Esteban Carreras Nicaraguan Sixty (Sampler) 6 x 60 Cigars,4 ct Mixed Pack,SKU: 4H60APK,,,Intertabac Imports Corp.
Esteban Carreras Nicaraguan Toro (Sampler) 6 x 50 Cigars,4 ct Mixed Pack,SKU: 4HAPK,,,Intertabac Imports Corp.
Eve Amethyst 120s Filtered Cigarettes,20 ct Box,1129700,10 pk Carton,11000126096,Liggett Group LLC
Everyday Maduro Robusto 5 1/4 x 50 Cigars,1 ct Cello,SKU: 125100,20 pk Bundle,751667116107,J.C. Newman Cigar Co.
Eve Saphhire 120s Filtered Cigarettes,20 ct Box,1129904,10 pk Carton,11000126133,Liggett Group LLC
Export A Full Flavor Filtered Cigarettes,20 ct Box,76940292058,10 pk Carton,76940192051,JT International U.S.A. Inc. Japan Tobacco International U.S.A Inc
Export A Rich Taste Filtered Cigarettes,20 ct Box,76940292065,10 pk Carton,76940192068,JT International U.S.A. Inc. Japan Tobacco International U.S.A Inc
Export A Smooth Taste Filtered Cigarettes,20 ct Box,76940292072,10 pk Carton,76940192075,JT International U.S.A. Inc. Japan Tobacco International U.S.A Inc
Export A Ultra Smooth Filtered Cigarettes,20 ct Box,76940292096,10 pk Carton,7694019209,JT International U.S.A. Inc. Japan Tobacco International U.S.A Inc
Extendos by Splitarillos OG Cigarillos,2 ct Foil,818059027015,15 pk Carton,SKU: ExtOG2count,All American Brands inc.
Extendos by Splitarillos OG Cigarillos,2 ct Foil,818059027017,,,All American Brands inc.
Extendos by Splitarillos OG Cigarillos,2 ct Foil,818059027013,,,All American Brands inc.
Extendos by Splitarillos OG Cigarillos,2 ct Foil,818059027011,,,All American Brands inc.
Extendos by Splitarillos OG Cigarillos,2 ct Foil,818059027009,,,All American Brands inc.
Extendos by Splitarillos OG Cigarillos,2 ct Foil,818059027009,,,All American Brands inc.
Factory Smokes Candela Churchill 7 x 50 Cigars,1 ct Cello,818578014943,25 pk Bundle,818578014530,"SWI-DE, LLC d/b/a Drew Estate"
Factory Smokes Candela Gordito 6 x 60 Cigars,1 ct Cello,818578014950,25 pk Bundle,818578014547,"SWI-DE, LLC d/b/a Drew Estate"
Factory Smokes Candela Robusto 5 x 54 Cigars,1 ct Cello,818578014936,25 pk Bundle,818578014523,"SWI-DE, LLC d/b/a Drew Estate"
Factory Smokes Candela Toro 6 x 52 Cigars,1 ct Cello,818578014929,25 pk Bundle,818578014516,"SWI-DE, LLC d/b/a Drew Estate"
Factory Smokes Creamy Smooth 5 x 54 Cigars,3 ct Bag,25900179564,15 pk Carton,25900279592,"SWI-DE, LLC d/b/a Drew Estate"
Factory Smokes Maduro 4 x 32 Cigarillos,1 ct Cello,818578010365,50 pk Carton,818578018781,"SWI-DE, LLC d/b/a Drew Estate"
Factory Smokes Maduro Churchill 7 x 50 Cigars,1 ct Cello,818578010884,25 pk Bundle,818578010044,"SWI-DE, LLC d/b/a Drew Estate"
Factory Smokes Maduro Gordito 6 x 60 Cigars,1 ct Cello,818578010891,25 pk Bundle,818578010037,"SWI-DE, LLC d/b/a Drew Estate"
Factory Smokes Maduro Robusto 5 x 54 Cigars,1 ct Cello,818578010860,25 pk Bundle,818578010020,"SWI-DE, LLC d/b/a Drew Estate"
Factory Smokes Maduro Toro 6 x 52 Cigars,1 ct Cello,818578010877,25 pk Bundle,818578010013,"SWI-DE, LLC d/b/a Drew Estate"
Factory Smokes Red 5 x 54 Cigars,3 ct Bag,25900079550,15 pk Carton,25900279585,"SWI-DE, LLC d/b/a Drew Estate"
Factory Smokes Shade 4 x 32 Cigarillos,1 ct Cello,818578010396,50 pk Carton,818578018798,"SWI-DE, LLC d/b/a Drew Estate"
Factory Smokes Shade Churchill 7 x 50 Cigars,1 ct Cello,818578010983,25 pk Bundle,818578010167,"SWI-DE, LLC d/b/a Drew Estate"
Factory Smokes Shade Gordito 6 x 60 Cigars,1 ct Cello,818578011034,25 pk Bundle,818578010150,"SWI-DE, LLC d/b/a Drew Estate"
Factory Smokes Shade Robusto 5 x 54 Cigars,1 ct Cello,818578010907,25 pk Bundle,818578010143,"SWI-DE, LLC d/b/a Drew Estate"
Factory Smokes Shade Toro 6 x 52 Cigars,1 ct Cello,818578010976,25 pk Bundle,818578010136,"SWI-DE, LLC d/b/a Drew Estate"
Factory Smokes Sun Grown 4 x 32 Cigarillos,1 ct Cello,818578010402,50 pk Carton,818578018804,"SWI-DE, LLC d/b/a Drew Estate"
Factory Smokes Sun Grown Churchill 7 x 52 Cigars,1 ct Cello,818578011065,25 pk Bundle,818578010204,"SWI-DE, LLC d/b/a Drew Estate"
Factory Smokes Sun Grown Gordito 6 x 60 Cigars,1 ct Cello,818578011072,25 pk Bundle,818578010198,"SWI-DE, LLC d/b/a Drew Estate"
Factory Smokes Sun Grown Robusto 5 x 54 Cigars,1 ct Cello,818578011041,25 pk Bundle,818578010181,"SWI-DE, LLC d/b/a Drew Estate"
Factory Smokes Sun Grown Toro 6 x 52 Cigars,1 ct Cello,818578011058,25 pk Bundle,818578010174,"SWI-DE, LLC d/b/a Drew Estate"
Factory Smokes Sweets 4 x 32 Cigarillos,1 ct Cello,818578010419,50 pk Carton,818578018811,"SWI-DE, LLC d/b/a Drew Estate"
Factory Smokes Sweets Belicoso 6 x 54 Cigars,1 ct Cello,818578011683,20 pk Bundle,818578011676,"SWI-DE, LLC d/b/a Drew Estate"
Factory Smokes Sweets Churchill 7 x 52 Cigars,1 ct Cello,818578011607,20 pk Bundle,818578011591,"SWI-DE, LLC d/b/a Drew Estate"
Factory Smokes Sweets Robusto 5 x 54 Cigars,1 ct Cello,818578011645,20 pk Bundle,818578011638,"SWI-DE, LLC d/b/a Drew Estate"
Factory Smokes Sweets Toro 6 x 52 Cigars,1 ct Cello,818578011669,20 pk Bundle,818578011652,"SWI-DE, LLC d/b/a Drew Estate"
Fantasia Belicoso 5 x 54 Cigars,1 ct,7467716611365,,,Casa de Sueños Cigars LLC
Fantasia Perfecto 6 1/4 x 54 Cigars,1 ct,7467716611402,,,Casa de Sueños Cigars LLC
Fantasia Toro Gordo 6 1/2 x 58 Cigars,1 ct,7467716611389,,,Casa de Sueños Cigars LLC
Farmer's Gold Gold (16 oz) Pipe Tobacco,1 ct Bag,697156702164,,,"Ohserase Manufacturing, LLC"
Farmer's Gold Gold (6 oz) Pipe Tobacco,1 ct Bag,697156787062,,,"Ohserase Manufacturing, LLC"
Farmer's Gold Natural (16 oz) Pipe Tobacco,1 ct Bag,697156704168,,,"Ohserase Manufacturing, LLC"
Farmer's Gold Natural (6 oz) Pipe Tobacco,1 ct Bag,697156765060,,,"Ohserase Manufacturing, LLC"
Farmer's Gold Red (16 oz) Pipe Tobacco,1 ct Bag,697156701167,,,"Ohserase Manufacturing, LLC"
Farmer's Gold Red (6 oz) Pipe Tobacco,1 ct Bag,697156798068,,,"Ohserase Manufacturing, LLC"
Fausto FT110 4 3/8 x 60 Cigars,1 ct Cello,651989003621,12 pk Wood Box,651989003638,"My Father Cigars, S.A"
Fausto FT127 5 x 54 Cigars,1 ct Cello,651989001702,25 pk Wood Box,651989001719,"My Father Cigars, S.A"
Fausto FT140 5 1/2 x 52 Cigars,1 ct Cello,651989001726,25 pk Wood Box,651989001733,"My Father Cigars, S.A"
Fausto FT153 6 x 50 Cigars,1 ct Cello,651989001740,25 pk Wood Box,651989001757,"My Father Cigars, S.A"
Fausto FT187 7 3/8 x 60 Cigars,1 ct Cello,651989003645,12 pk Wood Box,651989003652,"My Father Cigars, S.A"
Ferio Tego Metropolitan Connecticut Explorer 6 1/2 x 52 Cigars,,SKU: 20005664,18 pk Wood Box,,"Davidoff of Geneva USA, Inc."
Ferio Tego Metropolitan Connecticut Gordo 6 x 60 Cigars,,SKU: 20005665,18 pk Wood Box,,"Davidoff of Geneva USA, Inc."
Ferio Tego Metropolitan Connecticut Petites Cigars,5 ct Box,SKU: 20017942,,,"Davidoff of Geneva USA, Inc."
Ferio Tego Metropolitan Connecticut Union 4 1/2 x 50 Cigars,,SKU: 20005667,18 pk Wood Box,,"Davidoff of Geneva USA, Inc."
Ferio Tego Metropolitan Connecticut University 6 x 50 Cigars,,SKU: 20005669,18 pk Wood Box,,"Davidoff of Geneva USA, Inc."
Ferio Tego Metropolitan Habano Gordo 6 x 60 Cigars,,SKU: 20005671,18 pk Wood Box,,"Davidoff of Geneva USA, Inc."
Ferio Tego Metropolitan Habano Robusto 5 1/2 x 54 Cigars,,SKU: 20005672,18 pk Wood Box,,"Davidoff of Geneva USA, Inc."
Ferio Tego Metropolitan Habano Toro 6 x 52 Cigars,,SKU: 20005674,18 pk Wood Box,,"Davidoff of Geneva USA, Inc."
Ferio Tego Metropolitan Host Fresh Pack Toro (Sampler) 6 x 50 Cigars,4 ct Mixed Pack,SKU: 20017934,,,"Davidoff of Geneva USA, Inc."
Ferio Tego Metropolitan Host Hamilton 5 1/2 x 44 Cigars,,SKU: 20005675,18 pk Wood Box,,"Davidoff of Geneva USA, Inc."
Ferio Tego Metropolitan Host Hampton 7 x 50 Cigars,,SKU: 20005676,18 pk Wood Box,,"Davidoff of Geneva USA, Inc."
Ferio Tego Metropolitan Host Harrington 6 x 48 Cigars,,SKU: 20005678,18 pk Wood Box,,"Davidoff of Geneva USA, Inc."
Ferio Tego Metropolitan Host Hobart 5 x 50 Cigars,,SKU: 20005679,18 pk Wood Box,,"Davidoff of Geneva USA, Inc."
Ferio Tego Metropolitan Host Hudson Toro 6 x 50 Cigars,,SKU: 20021102,18 pk Wood Box,,"Davidoff of Geneva USA, Inc."
Ferio Tego Metropolitan Host Hyde 6 x 60 Cigars,,SKU: 20005683,18 pk Wood Box,,"Davidoff of Geneva USA, Inc."
Ferio Tego Metropolitan Host Maduro Hampton 7 x 50 Cigars,,SKU: 20005677,18 pk Wood Box,,"Davidoff of Geneva USA, Inc."
Ferio Tego Metropolitan Host Maduro Hobart 5 x 50 Cigars,,SKU: 20005681,18 pk Wood Box,,"Davidoff of Geneva USA, Inc."
Ferio Tego Metropolitan Host Maduro Hudson Toro 6 x 50 Cigars,,SKU: 20021100,18 pk Wood Box,,"Davidoff of Geneva USA, Inc."
Ferio Tego Metropolitan Host Maduro Hyde 6 x 60 Cigars,,SKU: 20005684,18 pk Wood Box,,"Davidoff of Geneva USA, Inc."
Ferio Tego Metropolitan Host Petites 4 x 34 Cigars,5 ct Box,SKU: 20017940,,,"Davidoff of Geneva USA, Inc."
Ferio Tego Metropolitan Maduro Explorer 6 1/2 x 52 Cigars,,SKU: 20005686,18 pk Wood Box,,"Davidoff of Geneva USA, Inc."
Ferio Tego Metropolitan Maduro Gordo 6 x 60 Cigars,,SKU: 20005687,18 pk Wood Box,,"Davidoff of Geneva USA, Inc."
Ferio Tego Metropolitan Maduro Petites 4 x 34 Cigars,5 ct Box,SKU: 20017941,,,"Davidoff of Geneva USA, Inc."
Ferio Tego Metropolitan Maduro Union 4 1/2 x 50 Cigars,,SKU: 20005689,18 pk Wood Box,,"Davidoff of Geneva USA, Inc."
Ferio Tego Metropolitan Maduro University 6 x 50 Cigars,,SKU: 20005691,18 pk Wood Box,,"Davidoff of Geneva USA, Inc."
Ferio Tego Summa Corona Gorda 5 3/4 x 46 Cigars,,SKU: 20007302,10 pk Wood Box,,"Davidoff of Geneva USA, Inc."
Ferio Tego Summa Robusto 5 x 50 Cigars,,SKU: 20007303,10 pk Wood Box,,"Davidoff of Geneva USA, Inc."
Ferio Tego Summa Toro 6 x 50 Cigars,,SKU: 20017931,10 pk Wood Box,,"Davidoff of Geneva USA, Inc."
Ferio Tego Timeless Fresh Pack Toro (Sampler) 6 x 50 Cigars,4 ct Mixed Pack,SKU: 20017932,,,"Davidoff of Geneva USA, Inc."
Ferio Tego Timeless Panamericana Belicoso 5 1/2 x 52 Cigars,,SKU: 20005692,10 pk Wood Box,,"Davidoff of Geneva USA, Inc."
Ferio Tego Timeless Panamericana Epicure 5 x 50 Cigars,,SKU: 20005693,10 pk Wood Box,,"Davidoff of Geneva USA, Inc."
Ferio Tego Timeless Panamericana Gordo 6 x 60 Cigars,,SKU: 20005695,10 pk Wood Box,,"Davidoff of Geneva USA, Inc."
Ferio Tego Timeless Panamericana Julieta 7 x 48 Cigars,,SKU: 20005696,10 pk Wood Box,,"Davidoff of Geneva USA, Inc."
Ferio Tego Timeless Panamericana Magnum 6 x 50 Cigars,,SKU: 20017937,10 pk Wood Box,,"Davidoff of Geneva USA, Inc."
Ferio Tego Timeless Panamericana Petit Corona 4 1/2 x 40 Cigars,,SKU: 20007300,10 pk Wood Box,,"Davidoff of Geneva USA, Inc."
Ferio Tego Timeless Prestige 4 1/2 x 40 Cigars,,SKU: 20007299,20 pk Wood Box,,"Davidoff of Geneva USA, Inc."
Ferio Tego Timeless Prestige Churchill 7 x 48 Cigars,,SKU: 20005697,20 pk Wood Box,,"Davidoff of Geneva USA, Inc."
Ferio Tego Timeless Prestige Gordo 6 x 60 Cigars,,SKU: 20005698,20 pk Wood Box,,"Davidoff of Geneva USA, Inc."
Ferio Tego Timeless Prestige Robusto 4 3/4 x 50 Cigars,,SKU: 20005701,20 pk Wood Box,,"Davidoff of Geneva USA, Inc."
Ferio Tego Timeless Prestige Toro 6 x 50 Cigars,,SKU: 20017939,20 pk Wood Box,,"Davidoff of Geneva USA, Inc."
Ferio Tego Timeless Prestige Torpedo 6 1/4 x 52 Cigars,,SKU: 20005700,20 pk Wood Box,,"Davidoff of Geneva USA, Inc."
Ferio Tego Timeless Sterling Churchill 7 x 48 Cigars,,SKU: 20005703,10 pk Wood Box,,"Davidoff of Geneva USA, Inc."
Ferio Tego Timeless Sterling Dalias 6 1/2 x 43 Cigars,,SKU: 20005705,10 pk Wood Box,,"Davidoff of Geneva USA, Inc."
Ferio Tego Timeless Sterling Robusto 4 3/4 x 50 Cigars,,SKU: 20005707,10 pk Wood Box,,"Davidoff of Geneva USA, Inc."
Ferio Tego Timeless Sterling Toro 6 x 50 Cigars,,SKU: 20017938,10 pk Wood Box,,"Davidoff of Geneva USA, Inc."
Ferio Tego Timeless Supreme 5 x 54 Cigars,,SKU: 20005709,21 pk Wood Box,,"Davidoff of Geneva USA, Inc."
Ferio Tego Timeless Supreme 6 x 50 Cigars,,SKU: 20017936,21 pk Wood Box,,"Davidoff of Geneva USA, Inc."
Ferio Tego Timeless Supreme 6 x 60 Cigars,,SKU: 20005712,21 pk Wood Box,,"Davidoff of Geneva USA, Inc."
Ferio Tego Timeless TAA 2025 Exclusive 6 x 50 Cigars,,SKU: 20021101,10 pk Wood Box,,"Davidoff of Geneva USA, Inc."
Flor de las Antillas Belicoso 5 1/2 x 52 Cigars,1 ct Cello,817673010713,20 pk Wood Box,817673010720,"My Father Cigars, S.A"
Flor de las Antillas Maduro Petit Robusto 4 1/2 x 50 Cigars,1 ct Cello,817673011727,20 pk Wood Box,817673011710,"My Father Cigars, S.A"
Flor de las Antillas Maduro Toro 6 x 52 Cigars,1 ct Cello,817673011789,20 pk Wood Box,817673011772,"My Father Cigars, S.A"
Flor de las Antillas Maduro Toro Gordo 6 1/2 x 65 Cigars,1 ct Cello,817673011765,20 pk Wood Box,817673011758,"My Father Cigars, S.A"
Flor de las Antillas Maduro Torpedo 6 1/8 x 52 Cigars,1 ct Cello,817673011802,20 pk Wood Box,817673011796,"My Father Cigars, S.A"
Flor de las Antillas Robusto 5 x 50 Cigars,1 ct Cello,817673010690,20 pk Wood Box,817673010706,"My Father Cigars, S.A"
Flor de las Antillas Toro 6 x 50 Cigars,1 ct Tube,817673011635,3 pk Carton,817673011666,"My Father Cigars, S.A"
Flor de las Antillas Toro 6 x 52 Cigars,1 ct Cello,817673010737,20 pk Wood Box,817673010744,"My Father Cigars, S.A"
Flor de las Antillas Toro Gordo 6 1/2 x 56 Cigars,1 ct Cello,817673010751,20 pk Wood Box,817673010768,"My Father Cigars, S.A"
Flor de las Antillas Toro Grande 6 x 60 Cigars,1 ct Cello,817673011574,20 pk Wood Box,817673011581,"My Father Cigars, S.A"
Fonseca Cedros 6 1/4 x 52 Cigars,1 ct Cello,817673010430,20 pk Wood Box,817673010423,"My Father Cigars, S.A"
Fonseca MX Cedros 6 1/4 x 52 Cigars,1 ct Cello,817673012540,20 pk Wood Box,817673012557,"My Father Cigars, S.A"
Fonseca MX Toro Gordo 6 x 60 Cigars,1 ct Cello,817673012601,20 pk Wood Box,817673012618,"My Father Cigars, S.A"
Fonseca MX Toro Grande 6 1/2 x 56 Cigars,1 ct Cello,817673012588,20 pk Wood Box,817673012595,"My Father Cigars, S.A"
Fonseca Robusto 5 1/4 x 52 Cigars,1 ct Cello,817673010492,20 pk Wood Box,817673010485,"My Father Cigars, S.A"
Fonseca Toro Gordo 6 x 55 Cigars,1 ct Cello,817673011123,20 pk Wood Box,817673011116,"My Father Cigars, S.A"
Fortuna Blue 100s Filtered Cigarettes,20 ct Box,90600000906,10 pk Carton,90600301904,"ITG Brands, LLC"
Fortuna Blue King Filtered Cigarettes,20 ct Box,90600000395,10 pk Carton,90600301393,"ITG Brands, LLC"
Fortuna Pale Blue 100s Filtered Cigarettes,20 ct Box,90600000425,10 pk Carton,90600001422,"ITG Brands, LLC"
Fortuna Pale Blue King Filtered Cigarettes,20 ct Box,90600000401,10 pk Carton,90600001408,"ITG Brands, LLC"
Fortuna Red 100s Filtered Cigarettes,20 ct Box,90600000890,10 pk Carton,90600301898,"ITG Brands, LLC"
Fortuna Red King Filtered Cigarettes,20 ct Box,90600000388,10 pk Carton,90600301386,"ITG Brands, LLC"
FRE Original 12 mg Nicotine Pouches,20 ct Can,840158615264,5 pk Roll,840158615271,"National Tobacco Company, L.P."
FRE Original 12 mg Nicotine Pouches,100 ct Pouch,840158615264,4 pk Carton,840158614854,"National Tobacco Company, L.P."
FRE Original 15 mg Nicotine Pouches,20 ct Can,840158615141,5 pk Roll,840158615158,"National Tobacco Company, L.P."
FRE Original 15 mg Nicotine Pouches,100 ct Pouch,840158615295,4 pk Carton,840158615301,"National Tobacco Company, L.P."
FRE Original 3 mg Nicotine Pouches,20 ct Can,840158615028,5 pk Roll,840158615035,"National Tobacco Company, L.P."
FRE Original 6 mg Nicotine Pouches,20 ct Can,840158615059,5 pk Roll,840158615066,"National Tobacco Company, L.P."
FRE Original 6 mg Nicotine Pouches,100 ct Pouch,840158615059,4 pk Carton,840158615066,"National Tobacco Company, L.P."
FRE Original 9 mg Nicotine Pouches,20 ct Can,840158615080,5 pk Roll,840158615097,"National Tobacco Company, L.P."
FRE Sweet 12 mg Nicotine Pouches,20 ct Can,840158608419,5 pk Roll,840158608426,"National Tobacco Company, L.P."
FRE Sweet 12 mg Nicotine Pouches,100 ct Pouch,840158614847,4 pk Carton,840158614854,"National Tobacco Company, L.P."
FRE Sweet 15 mg Nicotine Pouches,20 ct Can,840158609744,5 pk Roll,840158609751,"National Tobacco Company, L.P."
FRE Sweet 15 mg Nicotine Pouches,100 ct Pouch,840158614960,4 pk Carton,840158614977,"National Tobacco Company, L.P."
FRE Sweet 3 mg Nicotine Pouches,20 ct Can,840158608532,5 pk Roll,840158608549,"National Tobacco Company, L.P."
FRE Sweet 6 mg Nicotine Pouches,20 ct Can,840158614601,5 pk Roll,840158614618,"National Tobacco Company, L.P."
FRE Sweet 6 mg Nicotine Pouches,100 ct Pouch,840158614601,4 pk Carton,840158614618,"National Tobacco Company, L.P."
FRE Sweet 9 mg Nicotine Pouches,20 ct Can,840158608297,5 pk Roll,840158608303,"National Tobacco Company, L.P."
Fronto King Dark Cigars,2 ct Foil,660989379605,,,Hustle Van LLC
Fronto King Dark Cigars,1 ct Foil,16027641768,,,Hustle Van LLC
Fronto King Dark Crush Natural Blend (6 g) Roll Your Own Tobacco,1 ct Foil,660989379643,,,Hustle Van LLC
Fronto King Dark Cuts Hand Cut Leaf Wrappers,2 ct Foil,16027641843,,,Hustle Van LLC
Fronto King Hand Cut Natural Leaf Wrappers,8 ct Foil,750122786657,,,Hustle Van LLC
Fronto King Natural Fronto Mini Leaf Wrappers,1 ct Foil,660989379629,,,Hustle Van LLC
Fronto King Original Whole Fronto Leaf Wrappers,1 ct Foil,860668000008,,,Hustle Van LLC
Fronto King Rustic Natural Cigarillos,5 ct Foil,750122786787,,,Hustle Van LLC
Fronto King Smooth Cigars,1 ct Foil,761847549045,,,Hustle Van LLC
Fronto King Smooth Whole Fronto Leaf Wrappers,1 ct Foil,761847548949,,,Hustle Van LLC
Fronto King Wizzla Cigars,1 ct Foil,761847549359,,,Hustle Van LLC
Fronto King Wizzla Mini Cigars,1 ct Foil,16027641966,,,Hustle Van LLC
Fronto King Wizzla Whole Fronto Leaf Wrappers,1 ct Foil,761847548901,,,Hustle Van LLC
Frothy Monkey Signature Grand Toro 5 x 40 Cigars,,695510125741,20 pk Wood Box,695510125758,"Principle Cigars, Inc."
Fuente Fuente OpusX Natural Perfecxion No. 5 Cigars,1 ct Cello,843182112679,42 pk Wood Box,843182112686,"A. Fuente & Co., LLC"
Fuente Fuente OpusX Natural Pussy Cats Cigars,1 ct Cello,843182112983,39 pk Wood Box,843182112990,"A. Fuente & Co., LLC"
Fuente Fuente OpusX Natural Shark Cigars,1 ct Cello,843182114666,20 pk Wood Box,843182114673,"A. Fuente & Co., LLC"
Game Diamond Natural Cigarillos,2 ct Foil,55458,,,Swedish Match North America LLC
Game Diamond Natural Cigarillos,2 ct Foil,55540,,,Swedish Match North America LLC
Game Leaf Dark Cigars,3 ct Foil,59746,,,Swedish Match North America LLC
Game Leaf Dark Cigars,2 ct Foil,58763,,,Swedish Match North America LLC
Game Leaf Dark Cigars,5 ct Foil,58756,,,Swedish Match North America LLC
Game Leaf Natural Cigars,3 ct Foil,59784,,,Swedish Match North America LLC
Game Leaf Natural Cigars,2 ct Foil,50323,,,Swedish Match North America LLC
Game Leaf Natural Cigars,5 ct Foil,56530,,,Swedish Match North America LLC
Game Leaf Sweet Cigars,3 ct Foil,59760,,,Swedish Match North America LLC
Game Leaf Sweet Cigars,2 ct Foil,50279,,,Swedish Match North America LLC
Game Leaf Sweet Cigars,5 ct Foil,56493,,,Swedish Match North America LLC
Game Red Sweets Cigarillos,2 ct Foil,49761,,,Swedish Match North America LLC
Game Red Sweets Cigarillos,2 ct Foil,9116,,,Swedish Match North America LLC
Game Silver Natural Cigarillos,2 ct Foil,49723,,,Swedish Match North America LLC
Game Silver Natural Cigarillos,2 ct Foil,9130,,,Swedish Match North America LLC
Garcia y Vega Cigarillos,1 ct Cello,44520,50 pk Carton,908556,Swedish Match North America LLC
Garcia y Vega Cigarillos,5 ct Box,519,,,Swedish Match North America LLC
Garcia y Vega Crystal Pops Sweet Cigars,1 ct Tube,44056,25 pk Display Box,8751,Swedish Match North America LLC
Garcia y Vega Elegantes Cigars,,,50 pk Wood Box,908174,Swedish Match North America LLC
Garcia y Vega Elegantes Cigars,6 ct Box,8171,,,Swedish Match North America LLC
Garcia y Vega English Corona Cigars,1 ct Tube,3178534,30 pk Wood Box,908365,Swedish Match North America LLC
Garcia y Vega English Corona Cigars,4 ct Box,8362,,,Swedish Match North America LLC
Garcia y Vega English Corona Cigars,1 ct Tube,908372,,,Swedish Match North America LLC
Garcia y Vega Gallantes Cigars,,,50 pk Wood Box,908181,Swedish Match North America LLC
Garcia y Vega Gallantes Cigars,6 ct Box,8188,,,Swedish Match North America LLC
Garcia y Vega Gran Corona Cigars,1 ct Tube,3178835,30 pk Wood Box,908501,Swedish Match North America LLC
Garcia y Vega Gran Premio Cigars,1 ct Tube,3178631,30 pk Wood Box,908518,Swedish Match North America LLC
Garcia y Vega Miniatures Cigars,1 ct Cello,44018,50 pk Wood Box,908266,Swedish Match North America LLC
